id_veiculo	id_acidente	tipo_veiculo	placa	sexo_condutor	idade_condutor	categoria_habilitacao	usa_cinto_seguranca	estado_alcoolizacao	escolaridade
1	D061601155	MO	CGT4282	M	41	SI	X	BR	3
2	D061601155	AU	CRG6892	M	22	SI	X	BR	3
1	D061601156	MO	EFK7488	M	33	SI	X	BR	5
2	D061601156	CM	OWY5681	M	60	SI	X	BR	5
1	D061601157	MO	BTX9145	M	67	SI	X	BR	7
2	D061601157	AU	HJU4603	M	34	SI	X	BR	3
1	D061601158	AU	FUU7356	M	59	SI	X	BR	7
1	D061601159	AU	FCT5770	M	47	SI	X	BR	7
1	D061601160	MO	EWH0262	M	32	SI	X	BR	5
2	D061601160	AU	FFP0463	M	SI	SI	X	BR	8
1	D061601161	MO	GYT2402	M	32	SI	X	BR	5
2	D061601161	AU	DZJ5627	M	29	SI	X	BR	5
1	D061601162	ON	       	M	SI	SI	X	BR	8
1	D061601163	AU	EZK0136	X	SI	SI	X	BR	8
2	D061601163	BI	       	M	32	SI	X	BR	5
1	D061601164	AU	EVT1573	M	56	SI	X	BR	5
1	D061601165	MO	DUW1619	M	30	SI	X	BR	3
1	D061601166	BI	       	M	36	SI	X	BR	7
1	D061601167	AU	CYW5855	M	28	SI	X	BR	5
2	D061601167	MO	       	M	29	SI	X	BR	5
1	D061601168	MO	FHY5330	M	23	SI	X	BR	8
2	D061601168	MO	DYX9062	M	SI	SI	X	BR	7
1	D061601169	MO	EXA4848	M	48	SI	X	BR	7
2	D061601169	MO	DZQ2149	M	35	SI	X	BR	3
1	D061601170	ON	ELA2714	M	40	SI	X	BR	5
2	D061601170	BI	       	M	32	SI	X	BR	8
1	D061601171	MO	EXL0878	M	41	SI	X	BR	3
1	D061601172	MO	ESE1710	M	29	SI	X	BR	5
2	D061601172	AU	       	X	SI	SI	X	BR	8
1	D061601173	MC	       	F	37	SI	X	BR	8
1	D061601174	MO	DEQ5025	M	26	SI	X	BR	3
2	D061601174	AU	EQZ6888	F	50	SI	X	BR	3
1	D061601175	MO	EXE8667	M	26	SI	X	BR	5
2	D061601175	AU	EUG6320	M	35	SI	X	BR	5
1	D061601176	MO	FAH2871	M	27	SI	X	BR	5
2	D061601176	AU	PXU1982	M	27	SI	X	BR	7
1	D061601177	MO	FAN6660	M	29	SI	X	BR	7
1	D061601178	MO	FUN9128	M	25	SI	X	BR	6
2	D061601178	AU	FST3779	M	SI	SI	X	BR	8
1	D061601179	MO	FXY2519	M	24	SI	X	BR	7
2	D061601179	AU	GBO7038	F	53	SI	X	BR	3
1	D061601180	AU	EMO4686	M	30	SI	X	BR	8
3	D061601180	AU	JOW3660	M	26	SI	X	BR	8
2	D061601180	CM	DCD7740	M	44	SI	X	BR	8
1	D061601181	MO	SI     	M	24	SI	X	BR	5
1	D061601182	MO	DHC1410	M	23	SI	X	BR	3
2	D061601182	AU	EJC1798	M	40	SI	X	BR	5
1	D061601183	SI	       	X	SI	SI	X	BR	8
1	D061601184	CM	KQR5378	M	41	SI	X	BR	6
1	D061601185	MO	FMM9006	M	34	SI	X	BR	6
2	D061601185	AU	FUH1655	M	34	SI	X	BR	7
1	D061601186	MO	BPS3664	M	36	SI	X	BR	8
2	D061601186	AU	CVY8918	M	47	SI	X	BR	3
1	D061601187	MO	EQE4090	M	19	SI	X	BR	5
2	D061601187	AU	CTJ4933	M	34	SI	X	BR	3
1	D061601188	MO	EQR3507	M	33	SI	X	BR	5
1	D061601189	MO	DOU6952	M	39	SI	X	BR	3
2	D061601189	CA	DJC2485	M	46	SI	X	BR	2
1	D061601190	AU	CFG9837	M	21	SI	X	BR	5
2	D061601190	CA	CUC6911	M	SI	SI	X	BR	8
1	D061601191	MO	EXG6986	M	20	SI	X	BR	7
1	D061601192	MO	FZN5700	M	38	SI	X	BR	7
1	D061601193	ON	       	X	SI	SI	X	BR	8
1	D061601194	AU	BSV0389	M	22	SI	X	BR	5
1	D061601195	MO	EQP2786	F	49	SI	X	BR	3
1	D061601196	MO	FFC6241	M	33	SI	X	BR	7
3	D061601196	AU	ELP7694	F	29	SI	X	BR	7
2	D061601196	AU	KVA9475	M	35	SI	X	BR	8
4	D061601196	CM	DMS0480	M	29	SI	X	BR	3
1	D061601197	ON	       	M	SI	SI	X	BR	8
1	D061601198	AU	BVA9627	M	63	SI	X	BR	3
1	D061601199	AU	CDU8660	M	31	SI	X	BR	5
2	D061601199	ON	EMU7833	M	59	SI	X	BR	3
1	D061601200	MO	FUB1923	M	38	SI	X	BR	3
2	D061601200	AU	EXI9295	M	28	SI	X	BR	5
1	D061601201	ON	EMU1497	M	33	SI	X	BR	3
1	D061601202	MO	DZS6350	M	29	SI	X	BR	8
2	D061601202	AU	FAP8384	M	30	SI	X	BR	5
1	D061601203	MO	EQP2301	M	27	SI	X	BR	5
1	D061601204	MO	DGT0582	M	33	SI	X	BR	6
2	D061601204	AU	OWT6848	M	30	SI	X	BR	5
1	D061601205	OU	FFN6698	M	48	SI	X	BR	3
1	D061601206	ON	EFW4835	M	32	SI	X	BR	3
1	D061601207	MO	EQS5571	M	42	SI	X	BR	2
2	D061601207	AU	       	X	SI	SI	X	BR	8
1	D061601208	MO	DVY0022	M	29	SI	X	BR	3
1	D061601209	AU	DUU2497	M	27	SI	X	BR	5
1	D061601210	MO	EJM5939	M	50	SI	X	BR	3
1	D061601211	AU	CKM7514	M	SI	SI	X	BR	7
1	D061601212	SI	       	X	SI	SI	X	BR	8
1	D061601213	MO	       	X	SI	SI	X	BR	8
1	D061601214	CM	EMQ6851	F	36	SI	X	BR	7
1	D061601215	MO	FXP7890	M	35	SI	X	BR	5
2	D061601215	AU	       	X	SI	SI	X	BR	8
1	D061601216	MO	BXR6867	M	36	SI	X	BR	5
1	D061601217	MO	FDA2671	M	SI	SI	X	BR	8
2	D061601217	AU	ELL7862	F	61	SI	X	BR	7
1	D061601218	MO	FRS8059	M	33	SI	X	BR	7
3	D061601218	AU	DSM6700	F	SI	SI	X	BR	8
2	D061601218	CM	GDL8195	F	34	SI	X	BR	7
1	D061601219	AU	CIQ7227	M	45	SI	X	BR	5
1	D061601220	ON	       	X	SI	SI	X	BR	8
1	D061601221	MO	EXG1613	M	28	SI	X	BR	5
1	D061601222	MO	EIE2625	X	SI	SI	X	BR	8
1	D061601223	MO	GHH7658	M	43	SI	X	BR	7
1	D061601224	AU	EFU7377	M	41	SI	X	BR	7
1	D061601225	MO	FRV2319	M	23	SI	X	BR	5
2	D061601225	AU	FOC7617	M	58	SI	X	BR	5
1	D061601226	AU	FGC1864	M	45	SI	X	BR	5
1	D061601227	ON	ECT1706	M	SI	SI	X	BR	8
1	D061601228	MO	EQE0679	M	27	SI	X	BR	2
1	D061601229	AU	FJS3737	M	40	SI	X	BR	3
2	D061601229	AU	EBU5765	M	39	SI	X	BR	3
1	D061601230	MO	EXG9016	M	33	SI	X	BR	3
1	D061601231	AU	ASG1715	F	52	SI	X	BR	7
1	D061601232	MO	CTF4158	M	30	SI	X	BR	3
2	D061601232	SI	BLL6179	X	SI	SI	X	BR	8
1	D061601233	MO	DTL3677	M	32	SI	X	BR	5
2	D061601233	CM	FHG4378	F	45	SI	X	BR	5
1	D061601234	MO	GER5659	M	67	SI	X	BR	5
1	D061601235	MO	EXB3417	M	28	SI	X	BR	6
2	D061601235	AU	ENV4252	M	26	SI	X	BR	3
1	D061601236	SI	       	F	42	SI	X	BR	7
1	D061601237	MO	DZT8156	M	SI	SI	X	BR	8
2	D061601237	AU	EGT6656	M	35	SI	X	BR	5
1	D061601238	MO	FRM5046	M	45	SI	X	BR	5
2	D061601238	AU	       	F	SI	SI	X	BR	8
1	D061601239	AU	FQD3997	M	80	SI	X	BR	7
1	D061601240	MO	ESV2390	M	26	SI	X	BR	3
2	D061601240	OT	       	M	SI	SI	X	BR	8
1	D061601241	AU	FKE4611	M	37	SI	X	BR	5
2	D061601241	AU	FOE7151	M	32	SI	X	BR	7
1	D061601242	AU	DLA9154	M	26	SI	X	BR	3
1	D061601243	MO	EFH8368	M	24	SI	X	BR	8
3	D061601243	AU	IVR6476	M	59	SI	X	BR	5
2	D061601243	AU	FIK9616	M	30	SI	X	BR	8
1	D061601244	MO	FPZ5888	F	21	SI	X	BR	5
2	D061601244	AU	FAZ4566	M	SI	SI	X	BR	8
1	D061601245	AU	BGM8203	M	37	SI	X	BR	3
1	D061601246	MO	NJA6726	M	36	SI	X	BR	8
1	D061601247	AU	EUM9281	M	25	SI	X	BR	7
1	D061601248	CM	EUF7884	M	62	SI	X	BR	3
2	D061601248	MO	       	M	23	SI	X	BR	3
1	D061601249	ON	DTB7698	M	47	SI	X	BR	5
1	D061601250	MO	ECD9030	M	32	SI	X	BR	5
2	D061601250	AU	EPJ7242	M	41	SI	X	BR	5
1	D061601251	MO	EMD8079	M	22	SI	X	BR	8
2	D061601251	CM	EQW4738	M	31	SI	X	BR	3
1	D061601252	BI	       	M	30	SI	X	BR	7
2	D061601252	AU	       	M	SI	SI	X	BR	8
1	D061601253	MO	EQD2340	M	26	SI	X	BR	5
2	D061601253	AU	HDT1540	M	21	SI	X	BR	5
1	D061601254	CM	EQI8309	M	48	SI	X	BR	8
1	D061601255	MO	       	X	SI	SI	X	BR	8
1	D061601256	MO	FRO3117	M	45	SI	X	BR	7
1	D061601257	AU	FKE7222	M	31	SI	X	BR	7
1	D061601258	MO	DHI9434	M	33	SI	X	BR	8
2	D061601258	AU	ELW2492	M	45	SI	X	BR	3
1	D061601259	AU	ELQ2649	M	19	SI	X	BR	3
1	D061601260	MO	EKI8093	M	20	SI	X	BR	3
2	D061601260	AU	DSF0561	M	23	SI	X	BR	6
1	D061601261	AU	EEI2111	M	62	SI	X	BR	2
2	D061601261	AU	DWC8197	M	44	SI	X	BR	3
1	D061601262	MO	DLN5140	M	24	SI	X	BR	3
2	D061601262	AU	FMX0537	M	43	SI	X	BR	3
1	D061601263	MO	DUY6297	M	27	SI	X	BR	8
2	D061601263	AU	FZI6336	M	26	SI	X	BR	7
1	D061601264	MO	DRV9819	M	36	SI	X	BR	5
2	D061601264	AU	ELR8063	M	68	SI	X	BR	3
1	D061601265	CM	JLX7992	M	58	SI	X	BR	5
1	D061601266	MO	GBJ0750	M	30	SI	X	BR	3
1	D061601267	MO	FAX4150	M	39	SI	X	BR	3
2	D061601267	AU	EXY5567	M	43	SI	X	BR	7
1	D061601268	AU	FFZ1219	M	47	SI	X	BR	5
1	D061601269	MO	DRZ6446	M	19	SI	X	BR	5
2	D061601269	AU	PXR0982	F	34	SI	X	BR	7
1	D061601270	ON	FVJ0738	X	SI	SI	X	BR	8
2	D061601270	SI	       	X	SI	SI	X	BR	8
1	D061601271	MO	DZT8324	M	21	SI	X	BR	5
1	D061601272	MO	DZS2214	M	27	SI	X	BR	5
2	D061601272	ON	EMU7850	M	45	SI	X	BR	5
1	D061601273	SI	       	X	SI	SI	X	BR	8
1	D061601274	MO	EJN4386	M	22	SI	X	BR	3
2	D061601274	SI	       	X	SI	SI	X	BR	8
1	D061601275	MO	DGT1269	M	29	SI	X	BR	5
2	D061601275	SI	       	X	SI	SI	X	BR	8
1	D061601276	MO	EJR7427	M	24	SI	X	BR	3
1	D061601277	ON	EFW0619	M	SI	SI	X	BR	8
1	D061601278	MO	DWZ2372	M	25	SI	X	BR	3
2	D061601278	AU	EXY7096	F	19	SI	X	BR	6
1	D061601279	MO	EHW3993	M	34	SI	X	BR	7
2	D061601279	SI	       	M	SI	SI	X	BR	8
1	D061601280	MO	FHV6217	M	35	SI	X	BR	5
3	D061601280	AU	DAH3214	M	28	SI	X	BR	5
2	D061601280	AU	CWX1349	M	24	SI	X	BR	6
1	D061601281	AU	FEY9206	M	67	SI	X	BR	3
2	D061601281	AU	FSA4263	M	18	SI	X	BR	3
1	D061601282	MO	       	M	20	SI	X	BR	3
1	D061601283	MO	FHN1659	F	41	SI	X	BR	8
2	D061601283	AU	EDR7770	F	53	SI	X	BR	5
1	D061601284	AU	ERK9789	F	58	SI	X	BR	7
1	D061601285	ON	       	X	SI	SI	X	BR	8
1	D061601286	CA	KDW2479	M	SI	SI	X	BR	8
1	D061601287	MO	EOI2215	M	28	SI	X	BR	8
2	D061601287	AU	FQH8594	M	28	SI	X	BR	3
1	D061601288	CM	EQV1816	M	49	SI	X	BR	7
1	D061601289	MO	BPS3740	M	26	SI	X	BR	2
2	D061601289	AU	BQY1222	M	49	SI	X	BR	2
1	D061601290	MO	EQR0983	M	26	SI	X	BR	3
2	D061601290	AU	PXC1252	M	33	SI	X	BR	5
1	D061601291	MO	EXG3536	M	34	SI	X	BR	8
2	D061601291	SI	       	X	SI	SI	X	BR	8
1	D061601292	BI	       	M	51	SI	X	BR	8
1	D061601293	MO	FKR6810	M	26	SI	X	BR	6
1	D061601294	AU	EPP0153	F	25	SI	X	BR	4
2	D061601294	ON	CUC6943	M	26	SI	X	BR	5
1	D061601295	MO	DNN7696	M	25	SI	X	BR	4
2	D061601295	AU	QHN7737	M	51	SI	X	BR	7
1	D061601296	MO	EJQ8137	M	30	SI	X	BR	7
1	D061601297	MO	AZF0890	M	39	SI	X	BR	6
2	D061601297	AU	GAR0141	F	43	SI	X	BR	7
1	D061601298	ON	ELQ5652	M	45	SI	X	BR	3
1	D061601299	AU	BRE5202	M	31	SI	X	BR	3
2	D061601299	ON	EZL3813	M	37	SI	X	BR	7
1	D061601300	ON	FUN4539	M	31	SI	X	BR	5
1	D061601301	AU	EGS6414	F	34	SI	X	BR	5
2	D061601301	CM	FIM5715	M	28	SI	X	BR	5
1	D061601302	MO	GIR9236	M	30	SI	X	BR	3
2	D061601302	AU	EKL3625	F	60	SI	X	BR	8
1	D061601303	AU	FAM5024	F	64	SI	X	BR	7
1	D061601304	AU	CYE4494	M	28	SI	X	BR	7
1	D061601305	AU	BXA1407	M	44	SI	X	BR	3
1	D061601306	MO	DUV8543	M	30	SI	X	BR	3
2	D061601306	AU	FHM2989	M	50	SI	X	BR	7
1	D061601307	MO	FNT9035	M	53	SI	X	BR	7
1	D061601308	MO	DZP4714	X	SI	SI	X	BR	8
3	D061601308	AU	AWU9073	X	SI	SI	X	BR	8
2	D061601308	CM	EUG0264	X	SI	SI	X	BR	8
1	D061601309	MO	EII4261	M	28	SI	X	BR	5
2	D061601309	SI	       	F	SI	SI	X	BR	8
1	D061601310	MO	DAC8362	F	39	SI	X	BR	5
2	D061601310	AU	EGV7985	F	SI	SI	X	BR	8
1	D061601311	MO	DYM8071	M	55	SI	X	BR	8
1	D061601312	MO	CMV0552	M	65	SI	X	BR	3
2	D061601312	AU	BAE7463	M	26	SI	X	BR	3
1	D061601313	MO	FJQ1258	M	40	SI	X	BR	5
2	D061601313	AU	FPT0816	F	54	SI	X	BR	7
1	D061601314	AU	EGW4025	M	22	SI	X	BR	6
2	D061601314	AU	FEX8257	M	24	SI	X	BR	5
1	D061601315	MO	EHW4597	M	25	SI	X	BR	8
2	D061601315	AU	AEQ4545	F	52	SI	X	BR	8
1	D061601316	MO	DAB9411	M	58	SI	X	BR	5
1	D061601317	ON	       	M	SI	SI	X	BR	8
1	D061601318	CM	DQN9468	M	39	SI	X	BR	4
1	D061601319	MO	DOB8584	M	45	SI	X	BR	8
2	D061601319	AU	BOZ7160	M	32	SI	X	BR	5
1	D061601320	AU	ETP9090	M	27	SI	X	BR	7
2	D061601320	ON	       	X	SI	SI	X	BR	8
1	D061601321	AU	FQV9584	F	37	SI	X	BR	7
1	D061601322	CA	FOR6526	M	47	SI	X	BR	5
2	D061601322	MO	       	M	SI	SI	X	BR	7
1	D061601323	MO	FDE3646	M	36	SI	X	BR	8
2	D061601323	AU	FGY8812	M	44	SI	X	BR	5
1	D061601324	MO	BYZ1999	M	21	SI	X	BR	5
2	D061601324	AU	PVE8272	M	23	SI	X	BR	5
1	D061601325	MO	DJI4679	M	30	SI	X	BR	3
1	D061601326	MO	       	M	20	SI	X	BR	5
2	D061601326	SI	       	M	SI	SI	X	BR	8
1	D061601327	AU	FHB7328	F	50	SI	X	BR	5
2	D061601327	CA	DOO5793	M	36	SI	X	BR	3
1	D061601328	MO	EKF3677	M	25	SI	X	BR	7
2	D061601328	AU	GBM2113	F	26	SI	X	BR	7
1	D061601329	AU	DOG3644	M	46	SI	X	BR	8
1	D061601330	MO	DJJ6091	M	32	SI	X	BR	4
2	D061601330	AU	LLP3404	M	SI	SI	X	BR	8
1	D061601331	MO	DCN5031	M	28	SI	X	BR	3
2	D061601331	AU	CWP1640	M	44	SI	X	BR	3
1	D061601332	MO	       	X	SI	SI	X	BR	8
1	D061601333	AU	DCY6066	M	45	SI	X	BR	5
1	D061601334	CM	ETC1708	M	71	SI	X	BR	3
1	D061601335	MO	FXX3889	M	41	SI	X	BR	3
3	D061601335	MO	FJB4868	M	32	SI	X	BR	8
2	D061601335	AU	DAE0938	M	24	SI	X	BR	3
1	D061601336	AU	FGD2865	F	33	SI	X	BR	6
1	D061601337	AU	AFI6652	F	36	SI	X	BR	5
2	D061601337	BI	       	M	39	SI	X	BR	3
1	D061601338	SI	       	X	SI	SI	X	BR	8
1	D061601339	AU	ERI1481	M	56	SI	X	BR	3
2	D061601339	CM	FFE3180	M	32	SI	X	BR	5
1	D061601340	AU	FGE7901	M	53	SI	X	BR	8
1	D061601342	MO	FJU6786	M	35	SI	X	BR	3
1	D061601343	AU	EBN6744	M	23	SI	X	BR	6
1	D061601344	AU	EUP7566	M	59	SI	X	BR	7
3	D061601344	AU	FDB0964	X	SI	SI	X	BR	8
2	D061601344	AU	AMG7711	X	SI	SI	X	BR	8
1	D061601345	MO	DZU1695	M	30	SI	X	BR	5
1	D061601346	MO	DRZ2343	M	24	SI	X	BR	3
1	D061601347	MO	AMR6733	M	33	SI	X	BR	7
1	D061601348	MO	EWG9731	M	36	SI	X	BR	5
2	D061601348	SI	       	M	48	SI	X	BR	3
1	D061601349	AU	LSJ0302	F	28	SI	X	BR	7
2	D061601349	AU	SI     	X	SI	SI	X	BR	8
1	D061601350	MO	       	M	SI	SI	X	BR	8
1	D061601351	MO	FIF5167	M	25	SI	X	BR	8
2	D061601351	AU	DSF9517	M	41	SI	X	BR	3
1	D061601352	MO	CFY3779	M	31	SI	X	BR	5
2	D061601352	AU	EBK6845	M	53	SI	X	BR	7
1	D061601353	MO	GBZ1160	M	23	SI	X	BR	4
2	D061601353	CM	MGV5349	M	39	SI	X	BR	5
1	D061601354	SI	       	X	SI	SI	X	BR	7
1	D061601355	ON	DTC4948	M	26	SI	X	BR	5
1	D061601356	MO	FGU9444	M	51	SI	X	BR	4
2	D061601356	SI	EFC5280	X	SI	SI	X	BR	8
1	D061601357	ON	ELW2946	M	51	SI	X	BR	8
2	D061601357	CM	FJB8143	M	35	SI	X	BR	5
1	D061601358	ON	EZL1341	M	51	SI	X	BR	3
1	D061601359	MO	DUV2199	M	54	SI	X	BR	8
2	D061601359	AU	DYG5155	M	35	SI	X	BR	5
1	D061601360	MO	DGT8298	M	33	SI	X	BR	5
2	D061601360	AU	EKN4926	M	52	SI	X	BR	7
1	D061601361	MO	DZO9262	M	31	SI	X	BR	8
2	D061601361	AU	EPR6679	M	33	SI	X	BR	7
1	D061601362	MO	BRS4033	M	51	SI	X	BR	7
1	D061601363	MO	DZS1426	M	20	SI	X	BR	3
3	D061601363	AU	DEB7748	F	19	SI	X	BR	3
2	D061601363	AU	CRC7366	F	52	SI	X	BR	5
1	D061601364	AU	FGH6507	M	35	SI	X	BR	8
2	D061601364	AU	ETI1295	M	23	SI	X	BR	8
1	D061601365	CM	ERI1641	M	33	SI	X	BR	7
1	D061601366	AU	FPP7828	M	20	SI	X	BR	3
2	D061601366	BI	       	M	41	SI	X	BR	8
1	D061601367	MO	EJO2610	M	33	SI	X	BR	5
1	D061601368	AU	CKS2701	M	38	SI	X	BR	3
1	D061601369	ON	       	X	SI	SI	X	BR	8
2	D061601369	AU	       	X	SI	SI	X	BR	8
1	D061601370	MO	BFT0995	M	SI	SI	X	BR	8
2	D061601370	AU	DUO8454	M	52	SI	X	BR	5
1	D061601371	AU	BIA2987	M	33	SI	X	BR	5
2	D061601371	AU	DDD5223	M	28	SI	X	BR	5
1	D061601372	CM	EBV5501	M	SI	SI	X	BR	8
2	D061601372	MO	GFX7111	M	19	SI	X	BR	3
1	D061601373	MO	DYO8817	M	32	SI	X	BR	5
2	D061601373	AU	FBW5057	M	66	SI	X	BR	3
1	D061601374	MO	DSV7640	M	24	SI	X	BR	5
1	D061601375	MO	LAH4155	M	56	SI	X	BR	5
2	D061601375	AU	GBH8733	F	38	SI	X	BR	7
1	D061601376	MO	FNT0549	M	38	SI	X	BR	6
1	D061601377	ON	FUH1042	M	40	SI	X	BR	2
2	D061601377	CA	DJB9309	M	17	SI	X	BR	3
1	D071600001	MO	DZL1167	M	34	HA	X	BR	5
2	D071600001	AU	FCV4548	F	35	HA	X	BR	6
1	D071600002	AU	JSZ0073	M	23	SI	X	BR	3
1	D071600003	AU	FYU1625	M	SI	SI	X	BR	8
2	D071600003	AU	GUX2657	M	18	SI	X	BR	3
1	D071600004	MO	EXK7187	M	29	SI	X	BR	3
2	D071600004	AU	FRW4532	M	55	SI	X	BR	5
1	D071600005	MO	EFN2430	X	SI	SI	X	BR	8
1	D071600006	MO	FAY4200	M	26	SI	X	BR	3
2	D071600006	AU	BXA3133	M	64	SI	X	BR	3
1	D071600007	ON	       	X	SI	SI	X	BR	8
1	D071600008	MO	       	X	SI	SI	X	BR	8
1	D071600009	AU	CSC1156	M	29	SI	X	BR	5
1	D071600010	SI	       	X	SI	SI	X	BR	8
1	D071600011	MO	FDY0560	M	26	SI	X	BR	3
2	D071600011	CA	ATX8477	M	52	SI	X	BR	5
1	D071600012	AU	MYA6500	M	43	SI	X	BR	5
2	D071600012	AU	DMC6247	M	25	SI	X	BR	5
3	D071600012	ON	DTC6353	M	48	SI	X	BR	3
1	D071600013	AU	EBG8429	F	37	HA	X	BR	5
2	D071600013	ON	EFV9590	M	29	HA	X	BR	5
1	D071600014	AU	DBU3101	M	32	SI	X	BR	3
1	D071600015	MO	DGY2039	M	32	SI	X	BR	8
2	D071600015	AU	FNE8778	M	56	SI	X	BR	7
1	D071600016	MO	EJR2228	M	39	SI	X	BR	5
2	D071600016	AU	FIA0904	F	35	SI	X	BR	7
1	D071600017	MO	EHW9162	M	42	SI	X	BR	7
2	D071600017	MO	       	X	SI	SI	X	BR	8
1	D071600018	MO	FNX8530	M	54	SI	X	BR	5
1	D071600019	MO	DZO7359	M	35	SI	X	BR	5
2	D071600019	AU	EMS5040	M	SI	SI	X	BR	8
1	D071600020	AU	BOQ7114	M	47	IN	X	BR	3
1	D071600021	MO	FFJ4336	M	23	IN	X	BR	3
1	D071600022	MO	FJV6830	M	42	SI	X	BR	4
1	D071600023	MO	FVR8009	M	25	SI	X	BR	5
2	D071600023	CA	FZE3603	M	44	SI	X	BR	8
1	D071600024	MO	FFG0600	M	33	SI	X	BR	6
2	D071600024	AU	FAM9542	M	SI	SI	X	BR	7
1	D071600025	MO	DRY7903	M	34	SI	X	BR	2
2	D071600025	AU	       	X	SI	SI	X	BR	8
1	D071600026	AU	FUE2495	M	22	SI	X	BR	7
2	D071600026	AU	FZR7219	M	40	SI	X	BR	7
1	D071600027	MO	DZS2861	M	35	SI	X	BR	5
2	D071600027	CA	       	X	SI	SI	X	BR	8
1	D071600028	MO	EJN4601	M	22	IN	X	BR	8
1	D071600029	AU	       	M	24	SI	X	BR	3
1	D071600030	MO	EOS1895	M	28	SI	X	BR	5
2	D071600030	AU	DII6005	M	SI	SI	X	BR	8
1	D071600031	MO	EQR1819	M	SI	IN	X	BR	8
2	D071600031	AU	FLM0394	F	48	SI	X	BR	7
1	D071600032	OU	       	X	SI	SI	X	BR	8
1	D071600033	MO	DVF6380	M	43	SI	X	BR	3
2	D071600033	AU	GFU4353	M	25	SI	X	BR	7
1	D071600034	MO	DLX0484	M	22	SI	X	BR	5
2	D071600034	CM	CRM7528	M	27	SI	X	BR	5
1	D071600035	MO	DLE8601	M	28	SI	X	BR	5
1	D071600036	OU	FGL3590	M	49	HA	X	BR	3
1	D071600037	SI	       	X	SI	SI	X	BR	8
1	D071600038	VA	EMU1386	M	SI	SI	X	BR	8
1	D071600039	MO	EXC7072	M	23	SI	X	BR	5
1	D071600040	MO	       	M	43	SI	X	BR	3
2	D071600040	AU	       	X	SI	SI	X	BR	8
1	D071600041	AU	       	X	SI	SI	X	BR	8
1	D071600042	AU	DWM5363	M	SI	SI	X	BR	8
2	D071600042	AU	FEA4950	M	61	SI	X	BR	7
1	D071600043	MO	ESE5961	M	70	SI	X	BR	3
2	D071600043	CM	EEL7322	M	55	SI	X	BR	2
1	D071600044	AU	DWE5101	F	31	SI	X	BR	5
2	D071600044	AU	CSM1996	M	56	SI	X	BR	5
1	D071600045	MO	FIV7857	X	21	SI	X	BR	3
1	D071600046	MO	LOK7201	M	28	SI	X	BR	5
2	D071600046	AU	DVC9091	M	28	SI	X	BR	7
1	D071600047	CM	DAE2319	M	38	SI	X	BR	5
1	D071600048	AU	HLP8941	M	66	IN	X	BR	3
1	D071600049	AU	FFN4413	M	28	SI	X	BR	7
1	D071600050	AU	FCP2002	F	39	SI	X	BR	6
2	D071600050	ON	DTB5364	M	55	SI	X	BR	8
1	D071600051	MO	       	M	37	SI	X	BR	5
1	D071600052	AU	DGT1946	M	20	SI	X	BR	4
1	D071600053	MC	EFV9096	M	51	HA	X	BR	3
2	D071600053	CM	FXG8615	M	55	HA	X	BR	3
1	D071600054	MO	FVL4760	M	43	SI	X	BR	3
2	D071600054	AU	       	X	SI	SI	X	BR	8
1	D071600055	MO	DUW1574	M	SI	SI	X	BR	8
2	D071600055	AU	FJU1312	M	42	SI	X	BR	3
1	D071600056	MO	EQE5921	M	20	SI	X	BR	5
2	D071600056	AU	EAS7933	F	30	SI	X	BR	7
1	D071600057	MO	DXK8524	M	22	IN	X	BR	4
2	D071600057	AU	DIO8193	M	25	SI	X	BR	6
3	D071600057	AU	DOR1135	M	23	SI	X	BR	5
1	D071600058	MO	FDQ3835	F	27	SI	X	BR	7
2	D071600058	AU	COE7622	M	SI	SI	X	BR	8
1	D071600059	MO	EXM9471	F	37	SI	X	BR	5
2	D071600059	AU	CHI7374	M	29	SI	X	BR	3
1	D071600060	CM	FQM6230	X	SI	SI	X	BR	8
2	D071600060	MO	       	M	22	SI	X	BR	5
1	D071600061	AU	EMF2351	M	SI	SI	X	BR	8
2	D071600061	AU	PVS6481	M	33	SI	X	BR	8
1	D071600062	MO	EHW5947	M	SI	SI	X	BR	8
1	D071600063	AU	JDT4408	M	22	IN	X	BR	3
1	D071600064	MO	EXB5242	M	23	SI	X	BR	3
2	D071600064	AU	FPU9646	M	37	SI	X	BR	5
1	D071600065	MO	       	X	SI	SI	X	BR	8
1	D071600066	AU	CEE2767	M	29	SI	X	BR	5
1	D071600067	AU	FDO6727	M	31	SI	X	BR	5
2	D071600067	CM	NFM4246	M	62	SI	X	BR	3
1	D071600068	MO	FEN1852	M	40	SI	X	BR	3
2	D071600068	AU	BRZ4440	M	SI	SI	X	BR	8
1	D071600069	AU	GEA6809	F	SI	SI	X	BR	8
2	D071600069	AU	ELK9280	M	SI	SI	X	BR	8
1	D071600070	MO	KQI8575	M	47	SI	X	BR	5
2	D071600070	AU	FBH5466	X	54	SI	X	BR	3
1	D071600071	MO	EXB0420	M	35	SI	X	BR	5
2	D071600071	AU	       	X	SI	SI	X	BR	7
1	D071600072	MO	EXB2470	M	40	SI	X	BR	8
1	D071600073	CM	DDB3666	M	36	SI	X	BR	5
2	D071600073	CM	AVY2540	M	31	SI	X	BR	3
3	D071600073	ON	DTB7621	M	49	SI	X	BR	3
1	D071600074	AU	DPS0224	F	26	SI	X	BR	4
